Model|EmbSize|CellType|n_Layers|Hidden|Dropout|Optimizer|LR|L2|EPs|BestValidAUC|TestAUC|atEpoch
Model|EmbSize|CellType|n_Layers|Hidden|Dropout|Optimizer|LR|L2|EPs|BestValidAUC|TestAUC|atEpoch
Model|EmbSize|CellType|n_Layers|Hidden|Dropout|Optimizer|LR|L2|EPs|BestValidAUC|TestAUC|atEpoch
Model|EmbSize|CellType|n_Layers|Hidden|Dropout|Optimizer|LR|L2|EPs|BestValidAUC|TestAUC|atEpoch
Model|EmbSize|CellType|n_Layers|Hidden|Dropout|Optimizer|LR|L2|EPs|BestValidAUC|TestAUC|atEpoch
Model|EmbSize|CellType|n_Layers|Hidden|Dropout|Optimizer|LR|L2|EPs|BestValidAUC|TestAUC|atEpoch
Model|EmbSize|CellType|n_Layers|Hidden|Dropout|Optimizer|LR|L2|EPs|BestValidAUC|TestAUC|atEpoch
RNN|512|RNN|3|32|0.0|Adagrad|0.049787068367863944|0.007529946821772987|3.059023205018258e-07|0.680672 |0.689739 |8 
RNN|512|RNN|1|512|0.0|Adagrad|0.049787068367863944|0.1353352832366127|0.00012340980408667956|0.643778 |0.654948 |5 
RNN|512|RNN|1|32|0.0|Adagrad|0.00012340980408667956|0.005598237996489238|0.00012340980408667956|0.482108 |0.490622 |6 
RNN|512|RNN|1|512|1.0|Adagrad|0.049787068367863944|0.014534393402074196|3.059023205018258e-07|0.677892 |0.690142 |3 
RNN|512|RNN|1|512|1.0|Adagrad|0.049787068367863944|6.1017438265907976e-05|0.00012340980408667956|0.683885 |0.690815 |6 
RNN|512|RNN|1|32|0.0|Adagrad|0.049787068367863944|1.670170079024566e-05|3.059023205018258e-07|0.688567 |0.693399 |8 
RNN|512|RNN|1|32|1.0|Adagrad|0.049787068367863944|0.0007999349460577522|3.6642395253240487e-06|0.681367 |0.684735 |3 
RNN|512|RNN|3|512|0.0|Adagrad|0.003446172160118408|1.670170079024566e-05|0.00012340980408667956|0.696842 |0.711442 |1 
RNN|512|RNN|3|512|0.0|Adagrad|0.049787068367863944|0.0009235631482000713|1.1926432347570223e-05|0.693462 |0.703697 |12 
RNN|32|RNN|1|32|0.0|Adagrad|0.049787068367863944|0.0021984608414026127|3.059023205018258e-07|0.663408 |0.654050 |3 
RNN|512|RNN|1|512|0.0|Adagrad|0.0035065930760923253|0.0008762970232641757|3.059023205018258e-07|0.707354 |0.713785 |3 
RNN|512|RNN|1|32|0.0|Adagrad|0.049787068367863944|0.1353352832366127|3.059023205018258e-07|0.615496 |0.612451 |6 
